"";"Sample_fcm";"Sample_seq";"D0.fcm";"D1.fcm";"D2.fcm";"sd.D0.fcm";"sd.D1.fcm";"sd.D2.fcm";"D0";"sd.D0";"D0.bre";"sd.D0.bre";"D0.chao";"sd.D0.chao";"D1";"sd.D1";"D2";"sd.D2"
"1";"CYCLUS1_BEKKEN_-3_B_SYBR_PRECYCLE";6;7868,55555555556;1804,85166279802;1075,80651408169;76,3187759044624;9,77741879049571;6,38011248763079;95,41;3,33362119969116;NA;NA;138,785714285714;10,9326139648739;5,58217873107829;0,0819173389813792;3,45580659170446;0,0450421006530715
"2";"CYCLUS1_BEKKEN_-7_A_SYBR_PRECYCLE";1;8429,66666666667;1859,94047665511;1102,77379254151;60,6168904465365;12,4585085799614;7,36461367132179;101,01;3,82045266766369;NA;NA;182,113636363636;22,1815985500914;6,90992269626618;0,101187585743988;4,86324234392351;0,0419254537136788
"3";"CYCLUS1_BEKKEN_0_6h_SYBR_START";12;7941,33333333333;1764,24155472862;1039,57584130455;60,9304399993839;7,28736768975908;3,90299245340359;113,29;3,87244865503193;NA;NA;304,058823529412;55,5796463586696;5,07012107820639;0,0889318165092637;2,88202327451947;0,0368336168672233
"4";"CYCLUS1_BEKKEN_1_A_SYBR_OPERATION";14;8461,33333333333;1740,46523814096;1048,77115612929;46,6809501950326;6,7339836303224;4,81180324153981;88,28;3,72021504754765;NA;NA;146;16,7332005306815;4,65661331674894;0,0650964811265074;3,09449987434478;0,030802021177812
"5";"CYCLUS1_BEKKEN_1_B_SYBR_OPERATION";15;7768,55555555556;1612,67563482673;963,925838022946;146,920865573072;27,6389403825572;16,7534914750436;142,2;4,42673238359397;NA;NA;437,78125;85,9529023839373;5,43581188559374;0,0992619027029994;2,99156101517288;0,0365943862091175
"6";"CYCLUS1_BEKKEN_14_A_SYBR_OPERATION";27;10205,2222222222;2243,52407303701;1271,58648787627;142,668613693879;13,9088043503507;9,91117161833491;153,78;3,96851243025531;NA;NA;211,3;12,8044523506474;7,5351698791184;0,13120476050726;4,08839054275928;0,0427739976070635
"7";"CYCLUS1_BEKKEN_19_A_SYBR_OPERATION";31;6714,22222222222;1476,87881941125;839,850457488913;67,0737570804625;11,3468520133163;7,26714832655553;73,92;3,62561036310447;NA;NA;123;15,4272486205415;2,18070391638848;0,0373235747450876;1,35543752614316;0,0105728615189738
"8";"CYCLUS1_BEKKEN_2_A_SYBR_OPERATION";16;7743;1622,80870816081;983,861978674044;88,6583120541796;20,3873919082064;11,0658753300717;98,55;3,81484341789153;NA;NA;151,266666666667;12,7129913139335;3,95112889672855;0,0709600596364272;2,44216548722885;0,0266877369323231
"9";"CYCLUS1_BEKKEN_2_B_SYBR_OPERATION";17;7791,22222222222;1622,24766067848;989,701328230234;131,165431308597;21,7972868413557;12,7386784394119;89,64;4,17186342590987;NA;NA;241,264705882353;44,5293220597616;3,61991861386031;0,0539393776280337;2,44075444206784;0,0216554821716257
"10";"CYCLUS1_BEKKEN_20_B_SYBR_OPERATION";34;6741,77777777778;1541,93797727252;864,190471613723;127,533437881121;24,8034763151558;12,8203104402739;99,06;3,77610777110372;NA;NA;267,029411764706;49,2966977671628;1,98529708422398;0,036994231249534;1,27409986128354;0,0101246179511526
"11";"CYCLUS1_BEKKEN_21_0h_SYBR_SHUTDOWN";35;6825,55555555556;1507,83024859089;826,865944813052;59,1291743495481;9,68853876219447;4,55217821138257;57,4;2,34413086131075;NA;NA;70,7647058823529;4,14901546518545;1,84969598549052;0,0280587972006908;1,24946931485532;0,00798778765082506
"12";"CYCLUS1_BEKKEN_23_A_SYBR_POSTCYCLE";36;7621,66666666667;1702,77926709905;953,786645921902;58,9544708196896;9,8568748275184;6,19384288895717;114,85;4,54022426358394;NA;NA;241,942307692308;31,4300925822921;3,95678141895195;0,0662945597637555;2,12608887879038;0,0247311469221707
"13";"CYCLUS1_BEKKEN_24_A_SYBR_POSTCYCLE";91;7747,11111111111;1704,31912006135;962,93145827298;96,5019669728531;7,07036397046545;2,72242420148925;128,31;5,03261082512563;NA;NA;283,5;37,3798073831313;4,1908927085724;0,089820256818775;2,09195929128823;0,0273625160059449
"14";"CYCLUS1_BEKKEN_25_A_SYBR_POSTCYCLE";37;7637,11111111111;1680,45535993798;927,762831032849;51,6960489929499;8,82629448782544;4,96263368893186;103,47;3,80444981355233;NA;NA;164,333333333333;16,0001446752718;3,81068377222495;0,0709268195913198;1,98027305341758;0,0241296723988821
"15";"CYCLUS1_BEKKEN_26_A_SYBR_POSTCYCLE";38;7560,22222222222;1690,49237251811;947,341803111996;41,4585915681516;4,88781906621917;3,05795797495653;106,8;4,07505344824588;NA;NA;224,53125;36,0963075730767;4,54015688431509;0,0844734874581784;2,26931229805483;0,0285469855223218
"16";"CYCLUS1_BEKKEN_3_A_SYBR_OPERATION";18;7713,88888888889;1593,79850170513;970,42115925004;46,4347411448065;4,21572418856528;2,80068537371829;61,7;3,13178556227607;NA;NA;119;22,7486263321547;3,53316804914048;0,0507991870909878;2,55226663934516;0,0222006465859262
"17";"CYCLUS1_BEKKEN_3_B_SYBR_OPERATION";19;7407,44444444444;1590,78223771029;975,95813312768;35,4427028481913;5,44371450540368;2,49999133857013;66,91;3,03546378730506;NA;NA;112,142857142857;15,6107442255956;3,48520975684955;0,0523389471009113;2,46893550112948;0,0235198565375732
"18";"CYCLUS1_BEKKEN_4_A_SYBR_OPERATION";20;8230,66666666667;1724,47450301645;1043,12937660069;173,861268661944;39,1954092886644;22,6295121926429;88,1;3,97339637940626;NA;NA;136,083333333333;12,7693322028761;4,21916056347047;0,0761739890703479;2,69033002141389;0,029250520429366
"19";"CYCLUS1_BEKKEN_4_B_SYBR_OPERATION";21;9442,44444444445;1993,03139996325;1236,78542720504;115,813547470828;18,7242247331651;12,2842083781059;64,89;2,12201067219967;NA;NA;97;12,4096736459909;4,21466401946466;0,0603979748383663;2,96762667471737;0,0254883873952299
"20";"CYCLUS1_BEKKEN_6_A_SYBR_OPERATION";23;9619,88888888889;2153,82199223625;1220,63764455518;140,973598789119;28,1230220552783;17,2108527031772;111,16;4,04449994411915;NA;NA;316,409090909091;72,1510319570817;4,7140350217018;0,0864256886963107;2,42014403425775;0,0318770294689139
"21";"CYCLUS2_BEKKEN_-1_B_SYBR_PRECYCLE";42;10102;2280,32648639131;1325,05380299795;80,5106388185;13,4027750247182;6,84107599935794;271,92;6,17535015160675;NA;NA;571,755102040816;53,2230614352892;18,3198285187618;0,336977176017852;8,70435506439746;0,103377909619795
"22";"CYCLUS2_BEKKEN_-4_B_SYBR_PRECYCLE";41;9512,22222222222;2157,02210851724;1255,79617129296;147,281790883754;18,0356624112952;7,47680194306795;200,68;5,42884179474068;NA;NA;302,990566037736;18,6611834222854;15,3258666850464;0,245090067524636;7,9976157570457;0,0919099372934813
"23";"CYCLUS2_BEKKEN_-6_B_SYBR_PRECYCLE";40;9700,88888888889;2183,59336472854;1238,82154558417;168,01995031455;24,7531888244308;15,4336152840817;214,26;4,76650773203988;NA;NA;301,285714285714;14,312876671499;19,4471066891069;0,346137479579071;9,83732333852434;0,136731059860889
"24";"CYCLUS2_BEKKEN_-7_B_SYBR_PRECYCLE";39;9907,33333333333;2241,94071092236;1261,25203723204;130,638602428396;10,7258112493119;6,39697340011152;209,21;5,5692064610733;NA;NA;280,201612903226;11,6439607119627;18,6142645012889;0,328077229432401;9,70469749417477;0,11430556988073
"25";"CYCLUS2_BEKKEN_0_0h_SYBR_START";43;10929,1111111111;2481,47177237338;1434,22699407516;189,229333721653;39,9659230950529;24,3698588239032;203,99;4,79582099227014;NA;NA;291,047619047619;17,4770029530564;18,394414700125;0,31719715056785;9,2457401622037;0,121433983375952
"26";"CYCLUS2_BEKKEN_0_10h_SYBR_START";48;9933,22222222222;2171,08061243783;1245,82082777438;86,1194261218429;11,4001670150542;6,44235017497956;178,58;5,22847680466976;NA;NA;432,065217391304;63,4117668087206;11,1208582862309;0,198668999325169;5,79226325891068;0,0865211262952263
"27";"CYCLUS2_BEKKEN_0_12h_SYBR_START";49;9078,33333333333;2010,73862320253;1127,97707466212;57,9661459308282;6,82642573251688;3,63480591476727;100,57;3,88536492572585;NA;NA;205,333333333333;33,1941538806437;4,2698020912747;0,0703407719836831;2,27124368766453;0,0268772032115107
"28";"CYCLUS2_BEKKEN_0_2h_SYBR_START";44;12026,8888888889;2725,83200031538;1628,40031986433;153,907620199766;22,5720692923296;14,3225822517667;268,15;5,36613963156519;NA;NA;431,263157894737;33,4802690434363;25,5981749276785;0,517944502118068;11,1720817953441;0,171955948509485
"29";"CYCLUS2_BEKKEN_0_4h_SYBR_START";45;12049,5555555556;2891,21459579644;1802,54134410052;163,104034057794;30,4008368774164;16,5389021197175;217,33;5,29351614064916;NA;NA;358,283783783784;29,4287278304106;15,3519277937891;0,294124757082321;5,97135010094801;0,0965281344441358
"30";"CYCLUS2_BEKKEN_0_6h_SYBR_START";46;11629,6666666667;2656,42086793368;1585,16755430934;87,8392892772974;9,43589723867253;7,11588321448617;212,22;4,47795949201433;NA;NA;362,308823529412;32,3318680386884;12,4257546477004;0,280742780725732;4,39191045163965;0,0906366612778143
"31";"CYCLUS2_BEKKEN_0_8h_SYBR_START";47;10851;2341,92969604851;1368,9512833465;165,292669730592;24,1591132479191;15,5142981788742;280,15;6,25126249875038;NA;NA;555,471153846154;48,0954254522599;15,9082381484045;0,339475771650153;5,26859996300926;0,0990387035224997
"32";"CYCLUS2_BEKKEN_1_A_SYBR_OPERATION";51;8360,22222222222;1753,93652074072;986,98486690551;56,9372624197182;17,0708865428293;10,1515788023998;108,12;3,72889346383702;NA;NA;207,625;27,8840372121757;4,4123203610761;0,0828922998324682;2,62659053615238;0,0317773231251819
"33";"CYCLUS2_BEKKEN_11_A_SYBR_OPERATION";61;6963,11111111111;1557,54047432724;850,117471902985;71,4964386577453;10,6375468944862;5,81291351183329;66,91;3,32755559872803;NA;NA;115,133333333333;16,0449738293705;2,3201862699817;0,038193052978938;1,43256006062022;0,01217882773775
"34";"CYCLUS2_BEKKEN_12_A_SYBR_OPERATION";62;7003,88888888889;1571,70682827035;859,035441141522;94,8591548521241;15,8171335577702;7,51143476827151;90,03;3,83090832386506;NA;NA;142,666666666667;13,1840407326871;2,61901885513538;0,0446278485327341;1,51999358413567;0,01377107012916
"35";"CYCLUS2_BEKKEN_14_A_SYBR_OPERATION";63;7266,33333333333;1630,83478652791;882,348017932147;96,2073378274851;18,2117441837322;9,62534435986968;67,38;2,78806982217686;NA;NA;97,7894736842105;9,11770402060613;1,86540609714327;0,0290566705389483;1,26154971543051;0,00856481135237286
"36";"CYCLUS2_BEKKEN_16_A_SYBR_OPERATION";64;7994;1730,77924967927;976,363849624641;249,075103949406;44,4849560879474;24,6841419028431;77,95;4,25541841169419;NA;NA;214,133333333333;42,6328129583393;1,60789186889482;0,0245602976911473;1,16019787020145;0,00642658594483974
"37";"CYCLUS2_BEKKEN_17_B_SYBR_OPERATION";66;6632,66666666667;1469,87743623872;835,024986083403;94,218815452038;15,8017569984982;10,340635953942;64,72;2,8641990789113;NA;NA;144,8;30,8425679864696;1,64857283240539;0,0219163174384356;1,17635105306506;0,00585064916954786
"38";"CYCLUS2_BEKKEN_19_A_SYBR_OPERATION";67;7005,55555555556;1557,53773899865;879,603367510221;65,7979511107327;10,3608917173329;5,30729548577915;89,21;3,73975367848707;NA;NA;134,5;9,91666666666667;1,65856030607173;0,0262857530671199;1,1656573474999;0,00633954355534613
"39";"CYCLUS2_BEKKEN_20_B_SYBR_OPERATION";68;6677,66666666667;1513,19689096613;856,609627481613;90,1209064411681;16,4156918824048;9,91626362077588;73,95;3,48554011581991;NA;NA;145,333333333333;22,9653523249134;1,7983006476889;0,0319213269267791;1,21067217624524;0,00823276679224584
"40";"CYCLUS2_BEKKEN_22_A_SYBR_OPERATION";69;7172;1630,7958660063;897,333062672369;111,229825469943;27,6017899799164;15,4527899651256;102,61;4,53024627510815;NA;NA;360,166666666667;85,9101732646976;1,98487440515891;0,0376814756527554;1,25273075921153;0,00899992895756564
"41";"CYCLUS2_BEKKEN_24_B_SYBR_OPERATION";71;7047,44444444444;1582,36546742146;858,881086815716;155,611934227662;31,4681047581441;18,8961350919759;89,97;3,91437392597121;NA;NA;181,5;32,2209171191634;2,09810957075033;0,0429638987509813;1,28099025041504;0,0104699101533003
"42";"CYCLUS2_BEKKEN_26_A_SYBR_OPERATION";72;8681,66666666667;2001,70524286366;1107,84853654219;41,1757749707816;10,1454831556529;4,48645504887442;112,18;4,21728046796209;NA;NA;364,45;90,9387719842312;2,56807997120895;0,052031946430312;1,42751882509813;0,0128579062869449
"43";"CYCLUS2_BEKKEN_27_B_SYBR_OPERATION";73;8532,88888888889;1977,09225083748;1076,09458619913;98,8165153388021;9,86315991720116;3,60959598748849;107,82;3,58836503666553;NA;NA;192,533333333333;26,8470786051226;2,4836084431573;0,0474384456632023;1,43748383061127;0,0125677399044283
"44";"CYCLUS2_BEKKEN_28_10h_SYBR_SHUTDOWN";74;7824,22222222222;1825,58267900931;1009,60010152891;103,841759957693;24,0530674818681;14,9372752510453;154,68;4,27319576197979;NA;NA;360,347826086957;51,85355966126;3,97316438934628;0,0860694849376376;1,82734409434622;0,021883960633004
"45";"CYCLUS2_BEKKEN_29_B_SYBR_POSTCYCLE";75;8170,33333333333;1861,0074705317;1031,86434521081;62,6504116033891;8,4292893652007;5,68634646526283;162,02;4,96651413229265;NA;NA;372,666666666667;49,629408512498;4,40123436657007;0,0889167254149636;1,97981875656057;0,0240136793014531
"46";"CYCLUS2_BEKKEN_3_B_SYBR_OPERATION";54;8332,22222222222;1785,39455540993;1000,96101789839;102,632750530625;28,4791743827921;15,5596278484947;114,77;4,0597929986539;NA;NA;213,840909090909;26,538859579985;6,00562769000024;0,0855901606953842;3,93661914672491;0,037218254519031
"47";"CYCLUS2_BEKKEN_31_A_SYBR_POSTCYCLE";77;8023,33333333333;1830,69447754944;995,67761516389;71,6612401046293;12,6968536345095;8,41578001948106;137,28;4,16595145376798;NA;NA;218,157142857143;17,8656520134556;4,13244295145979;0,084273019901178;1,89569151653243;0,0235188979129563
"48";"CYCLUS2_BEKKEN_34_B_SYBR_POSTCYCLE";87;7693,22222222222;1763,66392582744;955,196481495628;114,466233093076;24,6513717772453;14,3569961059193;119,62;3,44591692214764;NA;NA;193,195652173913;19,8253899779656;3,77427403651566;0,0758027700641984;1,79173278577354;0,0192723952899822
"49";"CYCLUS2_BEKKEN_35_A_SYBR_POSTCYCLE";78;7765;1751,12896189949;958,421474085197;255,752194878529;42,5179290250544;22,4194322982962;150,08;4,45103551678901;NA;NA;259,727272727273;21,3869224244369;4,13518296051918;0,0822881795427897;1,86670909892638;0,0202502827864079
"50";"CYCLUS2_BEKKEN_4_A_SYBR_OPERATION";55;8309,44444444445;1782,44445238914;995,53280574453;49,4686582408311;5,98719201242059;4,032885085832;88,53;3,54325365513767;NA;NA;136,111111111111;14,5156601494648;5,15808538872534;0,0723848020983254;3,30872869245106;0,0354229819871762
"51";"CYCLUS2_BEKKEN_4_B_SYBR_OPERATION";56;7876,88888888889;1703,23911280066;939,980889358464;103,362540675115;17,7440604654303;9,8850481914115;102,54;3,49724278120737;NA;NA;167,875;16,080728955803;5,59937555285284;0,0779129413283189;3,72274585671089;0,0301244895229748
"52";"CYCLUS2_BEKKEN_7_A_SYBR_OPERATION";59;9887,66666666667;2348,92329796274;1313,94882026672;69,9989417909432;11,3076829131798;5,79734815641747;159,26;4,4893139112719;NA;NA;325,228571428571;35,4894848304071;6,63688961176418;0,103756245061853;3,71257248727931;0,0424148848385401
"53";"CYCLUS2_BEKKEN_9_A_SYBR_OPERATION";60;9116,77777777778;2120,3278483112;1178,63474796122;114,419954229697;22,9186244828755;15,8532374764915;119,17;4,02280117491895;NA;NA;191,117647058824;16,1427582022827;3,38371191452728;0,0676709690612007;1,75288589746963;0,0210698728949209
