"";"Sample_name";"D0";"D1";"sd.D1";"D2";"sd.D2";"counts";"volume";"dilution"
"189";"MINE1-914_rep3.fcs";13924;3415,33582219309;35,9799419404353;2187,2751885467;33,9784163912126;65587;50,133;10
"190";"MINE2-515_rep1.fcs";13663;3233,55503652805;36,301582436913;2020,37771163827;32,8273045662735;8042;50,132;10
"191";"MINE2-515_rep2.fcs";12714;3066,03466528469;35,4786939540323;1909,57387556751;30,1655113477507;7480;50,143;10
"192";"MINE2-515_rep3.fcs";14170;3362,68199730931;37,3841365369225;2093,64716645745;31,8298803590257;7731;50,14;10
"193";"MINE2-915_rep1.fcs";16720;3736,43794369164;39,7002005077473;2307,41881754354;33,5719268506518;41756;50,135;10
"194";"MINE2-915_rep2.fcs";16456;3708,99660687828;41,4009110921074;2307,50615100763;34,7690151814108;41130;50,114;10
"195";"MINE2-915_rep3.fcs";16236;3649,22377584049;39,8143635670462;2254,7113079171;35,0414998128903;39979;50,13;10
"196";"MINH1-714_rep1.fcs";13981;3221,90502999682;36,8285988090134;2019,90475236089;33,9840530800401;173117;50,048;10
"197";"MINH1-714_rep2.fcs";14484;3303,45404327858;36,7918943692675;2068,60602066608;33,7311021334929;173394;50,164;10
"198";"MINH1-714_rep3.fcs";13830;3189,34141218821;36,479050438239;2007,6000185111;33,2731843199324;167401;50,212;10
"199";"MINH1-715_rep1.fcs";17073;3921,24558211736;42,0436774822505;2437,29023275655;34,2183208159028;32615;50,035;10
"200";"MINH1-715_rep2.fcs";17285;4011,16488663314;39,6937276170477;2492,14169044138;34,6481752405144;32745;50,013;10
"201";"MINH1-715_rep3.fcs";17404;3960,31371408233;40,6813732205786;2458,44010237527;36,7083154607392;31924;50,035;10
"202";"MINH1-914_rep1.fcs";13500;3412,06773867813;37,4513359661704;2227,29926759917;34,3584779056036;45206;50,108;10
"203";"MINH1-914_rep2.fcs";13631;3413,46581544765;37,0332298770458;2221,12522259484;37,217757672101;45680;50,111;10
"204";"MINH1-914_rep3.fcs";13319;3327,34743835372;37,2788460458841;2176,04748583542;35,415668198473;44224;50,121;10
"205";"MINH2-515_rep1.fcs";13518;2872,05737604415;33,990298207236;1794,84209779897;29,9629592737217;163085;50,14;10
"206";"MINH2-515_rep2.fcs";13761;2907,29017993115;34,0755545384328;1808,28204871397;30,7857596795339;161865;50,21;10
"207";"MINH2-515_rep3.fcs";13748;2887,45285826735;33,0173287811115;1800,12072810543;29,1199608777297;162015;50,233;10
"208";"MINH2-915_rep1.fcs";14865;3467,11104167134;36,8370308572225;2154,82260702937;33,1943256343896;147034;50,122;10
"209";"MINH2-915_rep2.fcs";14838;3464,397762764;37,1044423121883;2155,08766156864;32,5019446304282;151858;50;10
"210";"MINH2-915_rep3.fcs";14796;3461,78434421023;37,8833823559481;2153,10526643218;33,5696049650652;148267;50,022;10
"211";"MLB40y-S-D_July_rep1.fcs";15825;3472,09441719727;40,9912954242057;2085,6839288057;32,8293948483682;153515;50,065;10
"212";"MLB40y-S-D_July_rep2.fcs";16021;3506,11543278869;38,7060689747715;2099,8711918873;33,1510765724265;151144;50,101;10
"213";"MLB40y-S-D_July_rep3.fcs";15586;3382,17271619656;37,9053578076315;2032,42852626456;31,619162953834;151178;50,152;10
"214";"MLB-915-2_rep1.fcs";14881;3531,41540383943;38,3660835960296;2234,79799909965;34,8911466783635;98609;50,104;10
"215";"MLB-915-2_rep2.fcs";14664;3478,73346266688;38,3616603148684;2186,8464450977;35,792441987334;102321;50,111;10
"216";"MLB-915-2_rep3.fcs";14418;3440,31002763738;36,9787800165719;2162,58861228095;34,9090613102247;102090;50,16;10
"217";"MLBD2-1015-2_rep1.fcs";14542;3322,48461393553;37,7474656002771;2077,55110788715;33,3301825038994;199113;50,177;2
"218";"MLBD2-1015-2_rep2.fcs";14355;3288,38507839736;35,8232043559176;2056,91416007485;33,8771708173813;195000;50,003;2
"219";"MLBD2-1015-2_rep3.fcs";14490;3318,37164320417;36,7362928538759;2077,05056593579;33,5793605756796;191677;50,1;2
"220";"MLBD2-115-2_rep1.fcs";16825;3815,92097920771;40,6988285312333;2383,89181797983;37,1865527330795;32200;50,018;10
"221";"MLBD2-115-2_rep2.fcs";17755;4068,2276290377;41,1319885552322;2531,32344265388;36,2917402944925;31639;50,038;10
"222";"MLBD2-115-2_rep3.fcs";17491;3929,63072125522;41,3576341293237;2428,4487173039;35,6927340510565;32064;50,039;10
"223";"MLBD2-415-2_rep1.fcs";13239;3209,8827181872;35,8166869054356;2081,44272778514;31,8614233546194;31731;50,018;2
"224";"MLBD2-415-2_rep2.fcs";13348;3246,45888963777;35,3746447214643;2099,75769326718;33,091332647459;30316;50,063;2
"225";"MLBD2-415-2_rep3.fcs";12769;3151,0506080986;34,7584519020902;2051,23068793053;32,8619252614202;29285;50,052;2
"226";"MLBD2-515-DMSO_rep1.fcs";13278;3205,90464981085;35,3455654412662;2041,34840249567;33,4251332353581;254455;50,214;2
"227";"MLBD2-515-DMSO_rep2.fcs";13933;3379,32964369285;36,2916886932037;2151,32462778538;35,6532958628397;257649;50,004;2
"228";"MLBD2-515-DMSO_rep3.fcs";13548;3282,40373290773;35,6930476217131;2099,17787627462;32,8193640523492;249739;50,015;2
"229";"MLBD2-715-2_rep1.fcs";14582;3376,8976620131;38,7013283654315;2078,1503351424;33,3657382475345;38201;50,025;2
"230";"MLBD2-715-2_rep2.fcs";14571;3301,71819333631;38,0964083177505;2026,66453740712;32,8038879855031;36490;50,029;2
"231";"MLBD2-715-2_rep3.fcs";15771;3526,28197727711;40,2713820463304;2155,15904534161;32,9970970825509;38304;50,008;2
"232";"MLBD2-815_rep1.fcs";18461;4724,75795149173;48,094630145781;2925,5423848073;42,8633244403824;48061;50,113;2
"233";"MLBD2-815_rep2.fcs";17821;4189,97830039695;43,6378049066936;2571,46394829785;36,7353692548185;48404;50,127;2
"234";"MLBD2-815_rep3.fcs";16745;3882,06483629159;41,0876133358517;2384,92299172118;35,0348522054114;45350;50,138;2
"235";"MLB-D-D_July_rep1.fcs";15250;3378,12190141464;37,4038573460265;2071,52562196382;33,0276584055266;50843;50,172;10
"236";"MLB-D-D_July_rep2.fcs";14591;3298,13666290463;37,9054292521698;2038,23404638321;31,8485120836192;50847;50,155;10
"237";"MLB-D-D_July_rep3.fcs";14908;3358,83527099682;37,8645807583814;2066,83497944088;32,3294532181496;50344;50,141;10
"238";"MLB-D-N_September_rep1.fcs";13973;3075,60104664355;36,6518286121029;1890,69516949578;30,3015339507332;37360;50,05;10
"239";"MLB-D-N_September_rep2.fcs";13983;3063,71446804201;36,4147229807074;1891,0287068651;31,0543265685011;37326;50,045;10
"240";"MLB-D-N_September_rep3.fcs";14202;3136,50269969879;36,075941463411;1931,04964815692;31,193961198392;36738;50,054;10
"241";"MLBS1-415-2_rep1.fcs";15124;3293,86575858518;36,7162540225395;2051,81598693128;33,9392240387492;36144;50,023;2
"242";"MLBS1-415-2_rep2.fcs";14771;3197,6222837193;36,3322617118987;1997,50786854413;31,3358514871342;35681;50,016;2
"243";"MLBS1-415-2_rep3.fcs";14218;3221,83078018146;37,2451443924569;2013,11345106249;33,737832697203;36354;50,074;2
"244";"MLBS2-1015-2_rep1.fcs";14500;3202,09653028801;35,9284531225812;2016,21077900355;31,3433552266083;21193;50,052;2
"245";"MLBS2-1015-2_rep2.fcs";15638;3287,11273143167;38,3925748841631;2049,91057810644;34,3958366810177;21693;50,21;2
"246";"MLBS2-1015-2_rep3.fcs";15707;3294,59784005033;38,3792770204966;2055,3259119972;33,9432336647676;22151;50,045;2
"247";"MLBS2-115-2_rep1.fcs";15360;3244,57492641196;37,0561087981886;1989,02578121405;31,7439483889886;24590;50,002;10
"248";"MLBS2-115-2_rep2.fcs";15174;3199,80354360619;37,5795857043404;1952,97543857668;32,2046594768388;24457;50,198;10
"249";"MLBS2-115-2_rep3.fcs";15074;3237,57469567408;36,7571594813468;1976,38192435503;32,4565081375494;24543;50,131;10
"250";"MLBS2-515-DMSO_rep1.fcs";17933;3848,65735648578;41,4942203277056;2257,10651848357;34,1681462980054;13367;50,179;2
"251";"MLBS2-515-DMSO_rep2.fcs";18313;3852,41470919655;42,5199995974692;2253,88555115832;34,2305707841198;13640;50,105;2
"252";"MLBS2-515-DMSO_rep3.fcs";16909;3636,71687360571;41,5654442388073;2111,8267457489;32,832148505589;13371;50,119;2
"253";"MLBS2-715-2_rep1.fcs";18723;3971,9165719482;42,8409238171569;2283,90589012569;32,5835631905764;17303;50,097;2
"254";"MLBS2-715-2_rep2.fcs";18271;3901,14307056569;42,7161675338149;2217,49615722088;33,7707836745976;17443;50,014;2
"255";"MLBS2-715-2_rep3.fcs";18527;3902,19770911939;41,625878859392;2241,21477955124;33,5581365228221;17432;50,034;2
"256";"MLBS2-815_rep1.fcs";14397;3057,16937682596;36,2957508286969;1947,35944375757;31,3136978265655;23903;50,078;10
"257";"MLBS2-815_rep2.fcs";14395;3040,96538585403;35,5437468205441;1942,54498409699;32,2056350135468;24747;50,112;10
"258";"MLBS2-815_rep3.fcs";14158;3038,83377906824;35,4449641495453;1930,87487360307;32,7761240374925;23967;50,049;10
"259";"MLBS2-915-2_rep1.fcs";19293;3897,57013127517;41,8935451912062;2237,57717382555;35,1593935188237;14813;50,165;10
"260";"MLBS2-915-2_rep2.fcs";17647;3709,73205690089;41,7546460878131;2165,28864653146;34,7138803723157;13944;50,131;10
"261";"MLBS2-915-2_rep3.fcs";17591;3600,4379821181;43,2659875099623;2105,24621056468;33,2230347424744;13741;50,001;10
"262";"MLB-S-N_September_rep1.fcs";15348;3585,38882530297;39,4707345672536;2206,67621703874;32,9611256250156;47454;50,17;10
"263";"MLB-S-N_September_rep2.fcs";15346;3538,19078136659;37,4447226917573;2168,20969603226;33,9436463848375;47483;50,627;10
"264";"MLB-S-N_September_rep3.fcs";15872;3647,55641708832;38,3150809388908;2247,84091537021;33,5738581693669;46401;50,113;10
"265";"MM110-DCMD_July_rep1.fcs";14188;3089,31736285058;35,7881148980608;1912,86518815684;32,1124043785154;37595;50,105;10
"266";"MM110-DCMD_July_rep2.fcs";13548;2938,16933039737;34,5342242687903;1823,32464993739;30,7510840665807;38062;50,102;10
"267";"MM110-DCMD_July_rep3.fcs";14097;3036,44679120465;35,0328059569392;1882,41110493241;31,339523709312;37658;50,08;10
"268";"MM110-D-N_July_rep1.fcs";15019;3343,71987065688;36,3388176932097;2085,34260192287;32,8170773734952;36018;50,098;10
"269";"MM110-D-N_July_rep2.fcs";13858;3080,63680153441;35,4824928226349;1932,32824437569;32,3439403924629;37392;50,072;10
"270";"MM110-D-N_July_rep3.fcs";14930;3408,70681298105;37,4845799698095;2137,97971686571;34,4527812224136;37171;50,059;10
"271";"MM110-D-N_September_rep1.fcs";13686;3085,66812516854;35,3237118824152;1974,17162705041;32,5752536145706;31108;50,053;10
"272";"MM110-D-N_September_rep2.fcs";14355;3170,54963462804;36,0970328137641;2028,29936754435;32,5760231959208;30223;50,214;10
"273";"MM110-D-N_September_rep3.fcs";15363;3311,51811829988;37,1945954893123;2105,06889555963;32,6008175127608;30379;50,188;10
"274";"MM110-S-D_April_rep1.fcs";14705;3149,51354809651;37,9052592981309;1916,10816733733;31,9330953386149;27292;50,033;10
"275";"MM110-S-D_April_rep2.fcs";14662;3204,55721240141;35,3720544845684;1968,1533073056;32,5849122069119;27717;50,012;10
"276";"MM110-S-D_April_rep3.fcs";15104;3272,42532271654;37,9941269152528;2002,10030441736;32,9303529312166;27885;50,047;10
"277";"MM110-S-D_July_rep1.fcs";17680;3862,96379785394;40,7401492967734;2283,36282232003;34,8125382461082;14033;50,127;10
"278";"MM110-S-D_July_rep2.fcs";16540;3652,78341577047;38,476663091138;2166,69854746855;33,9151194213648;13878;50,214;10
"279";"MM110-S-D_July_rep3.fcs";17300;3793,35852701425;42,5969020750858;2237,54304632526;34,3036958233339;14105;50,098;10
"280";"MM110-S-D_September_rep1.fcs";16034;3447,9472187937;39,7208641855617;2055,67507167977;32,9602784652368;13859;50,108;10
"281";"MM110-S-D_September_rep2.fcs";16124;3480,75110746973;40,1662438707512;2089,63539037483;32,6753459693552;12953;50,153;10
"282";"MM110-S-D_September_rep3.fcs";16216;3487,37061609079;38,7867274707524;2084,00771927825;32,3724080223426;13870;50,193;10
"283";"MM110-S-N_April_rep1.fcs";18764;4313,97745387052;42,6220317218036;2542,01647511803;36,0159431099165;16626;50,048;10
"284";"MM110-S-N_April_rep2.fcs";17627;4052,53435408241;40,6694394533378;2397,69892113849;37,017274794607;16814;50,134;10
"285";"MM110-S-N_April_rep3.fcs";18811;4295,37248167534;44,5923473746198;2514,74531362428;37,1569894942405;16894;50,156;10
"286";"MM110-S-N_July_rep1.fcs";15426;3542,89445644619;38,4563091856668;2194,78634828551;34,7542672246001;15334;50,017;10
"287";"MM110-S-N_July_rep2.fcs";16047;3733,13065059516;40,3999838032704;2314,03644645179;36,380122781561;15407;50,223;10
"288";"MM110-S-N_July_rep3.fcs";15231;3521,94961915009;37,8075286619607;2211,95388483105;33,8425817671117;15485;50,324;10
"289";"MM110-S-N_September_rep1.fcs";16996;3772,63122754698;40,9814334840665;2289,3783166029;37,8161648538162;20713;50,055;10
"290";"MM110-S-N_September_rep2.fcs";16894;3761,21048624716;38,1239958100982;2283,74607369645;37,1324822345815;20885;50,098;10
"291";"MM110-S-N_September_rep3.fcs";18223;4083,54905343804;41,4323854970777;2481,48293178793;37,8816133298582;20713;50,107;10
"292";"MM15-D-D_April_rep1.fcs";14615;3248,5640311943;36,2994038626023;2033,96791392024;33,6953576122244;52467;50,006;10
"293";"MM15-D-D_April_rep2.fcs";15019;3346,10350854483;37,6751100193149;2094,07954157187;34,6821037642928;51977;50,115;10
"294";"MM15-D-D_April_rep3.fcs";14708;3256,24341393817;35,7995617635482;2034,63898136301;33,5165476638117;52031;50,053;10
"295";"MM15-D-N_July_rep1.fcs";15352;3135,55152720773;34,5325503067276;1956,55659689129;31,8328043410483;43119;50,208;10
"296";"MM15-D-N_July_rep2.fcs";15338;3166,29644563147;35,7922081244683;1987,82909759573;32,9561693100217;43260;50,023;10
"297";"MM15-D-N_July_rep3.fcs";15314;3157,13256531456;35,9488401315453;1971,00597445098;32,719240313082;42831;50,079;10
"298";"MM15-D-N_September_rep1.fcs";15036;3354,08438979197;38,1346275856452;2117,27166039187;35,8404431115165;46965;50,012;10
"299";"MM15-D-N_September_rep2.fcs";15623;3457,75282069721;37,0061156415728;2176,46890041505;33,0294652930012;48002;50,032;10
"300";"MM15-D-N_September_rep3.fcs";15299;3343,19497664854;35,893977632843;2097,09509358193;33,137598668436;46861;50,085;10
"301";"MM15-S-D_April_rep1.fcs";13979;3287,64469304292;36,5796723685322;2074,23338876278;33,4470370165363;36887;50,047;10
"302";"MM15-S-D_April_rep2.fcs";14978;3432,30565109352;36,7716746902271;2161,90092892887;35,296980929183;37565;50,113;10
"303";"MM15-S-D_April_rep3.fcs";14338;3214,97299264508;35,8724750587863;2030,36248852191;32,3376623551448;33948;50,027;10
"304";"MM15-S-D_July_rep1.fcs";15771;3533,00379841492;37,2502455111168;2187,08373360007;33,1637055844274;33443;50,041;10
"305";"MM15-S-D_July_rep2.fcs";15809;3537,21127064723;37,5754373212809;2189,20786428161;35,0027892240434;32883;50,097;10
"306";"MM15-S-D_July_rep3.fcs";15902;3535,45051513994;37,4407059851839;2193,21156526251;34,0944181798524;33507;50,041;10
"307";"MM15-S-D_September_rep1.fcs";14155;3025,97802620568;34,0354415537174;1892,29112412604;33,1723253696804;45187;50,164;10
"308";"MM15-S-D_September_rep2.fcs";14881;3280,02364570726;35,9444579972581;2061,49262926167;32,6598305444812;43945;50,05;10
"309";"MM15-S-D_September_rep3.fcs";14541;3197,34121390165;34,7716680002047;2015,52944265238;32,7542089205775;44905;50,198;10
"310";"MM15-S-N_April_rep1.fcs";15201;3393,96795879172;35,6761846142863;2108,98606884518;32,7869798907613;42616;50,149;10
"311";"MM15-S-N_April_rep2.fcs";15110;3384,76980908012;36,6247709095328;2122,40785599711;32,543533795013;40312;50,064;10
"312";"MM15-S-N_April_rep3.fcs";14715;3328,38494557228;35,3761726952097;2089,83454823129;33,2689438974494;39151;50,108;10
"313";"MM15-S-N_July_rep1.fcs";16522;3415,59052726818;37,5135740895668;2133,96961543408;32,2660632248048;43077;50,002;10
"314";"MM15-S-N_July_rep2.fcs";15897;3316,56328489759;36,4034050151504;2080,45967967024;34,110424903601;40354;50,069;10
"315";"MM15-S-N_July_rep3.fcs";16393;3408,13634584312;37,3547947436544;2121,76545223872;33,0411962689593;42711;50,018;10
"316";"MM15-S-N_September_rep1.fcs";14146;3263,67101562335;35,0950295908393;2069,62127060959;33,6706850558967;33577;50,067;10
"317";"MM15-S-N_September_rep2.fcs";14683;3375,46902590775;35,8701877710163;2137,46286417921;33,061375111748;33965;50,066;10
"318";"MM15-S-N_September_rep3.fcs";15382;3474,32981293235;36,4851473336999;2193,49909174667;33,4029684371245;33034;50,087;10
"319";"MOTE1-714_rep1.fcs";15632;3173,40549061005;34,9018028300665;1986,1374371723;32,963162884047;33173;50,011;10
"320";"MOTE1-714_rep2.fcs";16119;3198,43282869723;36,2848697953266;1984,26918843579;32,3453587778919;32486;50,017;10
"321";"MOTE1-714_rep3.fcs";15725;3190,3719903966;36,7596531850869;1988,69361859109;33,0847743665196;32855;50,001;10
"322";"MOTE1-715_rep1.fcs";15504;3518,09112053098;38,6319000135954;2174,96404478014;34,181251745217;53819;50,146;10
"323";"MOTE1-715_rep2.fcs";14812;3449,44187900269;37,3958048479788;2136,60329654333;34,54226967742;52977;50,082;10
"324";"MOTE1-715_rep3.fcs";15125;3464,23423026881;38,2618244121813;2138,73711721388;32,5122594481324;53748;50,088;10
"325";"MOTE1-914_rep1.fcs";15240;3062,75813574925;37,5334713118896;1868,51913810213;31,4554670810093;36576;50,031;10
"326";"MOTE1-914_rep2.fcs";14901;3027,61733856589;36,8506805713982;1858,0693308703;29,6779442842444;37906;50,082;10
"327";"MOTE1-914_rep3.fcs";15385;3009,36848967062;36,9528819391081;1829,2452572504;30,6548612186885;37345;50,056;10
"328";"MOTE2-515_rep1.fcs";15026;3318,7485226714;36,2583438510296;2069,74072769445;32,869809699099;33691;50,113;10
"329";"MOTE2-515_rep2.fcs";14801;3276,38009167966;37,255713147387;2036,74347165611;33,2841708764274;36212;50,095;10
"330";"MOTE2-515_rep3.fcs";15474;3299,28753232495;36,9414357408026;2052,09018803948;32,8283650817146;35571;50,027;10
"331";"MOTE2-915_rep1.fcs";14423;3233,31903588676;36,6501739355711;2065,14046708108;34,3207949565606;30301;50,035;10
"332";"MOTE2-915_rep2.fcs";14554;3234,60025457161;37,3467319191061;2082,87098107201;33,8215382129748;30864;50,136;10
"333";"MOTE2-915_rep3.fcs";14064;3161,5423407848;35,401677244327;2025,00329413776;33,0789903652896;30667;50,068;10
"334";"MOTH1-714_rep1.fcs";15688;3253,39595891309;37,7579277159542;1950,83647658091;32,2969785241716;28293;50,064;10
"335";"MOTH1-714_rep2.fcs";14972;3319,57759997237;37,6654669289115;2004,10885867038;32,6710934777091;28625;50,047;10
"336";"MOTH1-714_rep3.fcs";15647;3300,78779187731;37,9183702462745;1991,78027216617;32,9703954629065;28565;50,011;10
"337";"MOTH1-715_rep1.fcs";15812;3485,81037492963;39,5771045417789;2113,17322836688;32,6912084330864;25259;50,06;10
"338";"MOTH1-715_rep2.fcs";15922;3508,2853748785;38,24841267713;2128,89609302583;34,0026995994261;24083;50,124;10
"339";"MOTH1-715_rep3.fcs";16374;3567,93250104404;40,2147759898215;2152,25769530174;32,7542501333666;25178;50,024;10
"340";"MOTH1-914_rep1.fcs";15608;3306,13972822049;39,1774837993109;1988,10238572412;31,887311723891;19570;50,138;10
"341";"MOTH1-914_rep2.fcs";14798;3167,96349925091;38,2677590582033;1906,68226728097;31,4435154786821;19194;50,008;10
"342";"MOTH1-914_rep3.fcs";14932;3220,79256461055;36,8264020377101;1944,49359627119;31,1103282437991;19739;50,167;10
"343";"MOTH2-515_rep1.fcs";17040;3466,95935955093;38,2724612399227;2113,63040260445;34,154370065457;35490;50,086;10
"344";"MOTH2-515_rep2.fcs";16882;3446,66505310224;39,1088405014501;2088,63973823836;33,699431213878;35364;50,1;10
"345";"MOTH2-515_rep3.fcs";17068;3515,99806711107;38,7899045871482;2127,3849368984;34,1782473768533;35067;50,039;10
"346";"MOTH-915_rep1.fcs";15658;3538,16223656108;38,4100611477457;2185,12243768259;34,9863944985399;21300;50,082;10
"347";"MOTH-915_rep2.fcs";16661;3634,78440624422;38,7962207768499;2247,40423803132;34,6050753127874;20526;50,057;10
"348";"MOTH-915_rep3.fcs";16143;3682,38616782535;38,4675355413104;2269,26962391309;35,3395071570766;20779;50,131;10
"349";"MRBH1-715_rep1.fcs";18808;3713,55049708278;41,1583407883472;2094,37221470494;31,8038316775364;29267;50,128;10
"350";"MRBH1-715_rep2.fcs";18913;3671,5721344993;41,0651829752892;2072,42120335084;31,6224847879925;28463;50,042;10
"351";"MRBH1-715_rep3.fcs";18397;3634,87810131587;40,9034525438725;2059,18338973889;33,2544775855428;28504;50,068;10
"352";"MUSDEPE1-epi-deep-514_rep1.fcs";16963;3627,92820117803;40,9391052018409;2172,77974051411;33,4854019386569;11599;50,177;10
"353";"MUSDEPE1-epi-deep-514_rep2.fcs";15415;3375,44542060251;38,9998682766703;2042,6640053692;31,8299205441133;11377;50,178;10
"354";"MUSDEPE1-epi-deep-514_rep3.fcs";16589;3586,78074084761;40,1636951627998;2158,99082020712;34,567515842878;11782;50,143;10
"355";"MUSDEPH-hypo-deep-514_rep1.fcs";15051;3558,6299520136;39,8593070176976;2219,36284026656;36,371118967349;22188;50,111;10
"356";"MUSDEPH-hypo-deep-514_rep2.fcs";15281;3513,60880152977;38,7240621943227;2156,16237522202;33,9324628335224;22627;50,092;10
"357";"MUSDEPH-hypo-deep-514_rep3.fcs";14929;3441,94025068702;39,0955988804444;2132,25609663107;34,9260859421651;21514;50,11;10
"358";"MUSINLE1-epi-inlet-514_rep1.fcs";14959;3608,29292188431;38,1534352260249;2296,34036097233;37,9635227158028;15545;50,035;10
"359";"MUSINLE1-epi-inlet-514_rep2.fcs";15262;3629,23614594441;38,289022772775;2292,20513965056;35,7914380582499;15799;50,022;10
"360";"MUSINLE1-epi-inlet-514_rep3.fcs";15237;3675,46720525744;37,8923900735774;2319,01123723232;36,897321137127;15369;50,005;10
"361";"MUSINLH1-hypo-inlet-514_rep1.fcs";14064;3232,44742130637;36,524449218466;1981,88320038117;33,2452145035312;27913;50,032;10
"362";"MUSINLH1-hypo-inlet-514_rep2.fcs";14663;3309,01244804529;38,4471619798269;2019,28382297447;34,7358592046477;26707;50,074;10
"363";"MUSINLH1-hypo-inlet-514_rep3.fcs";15056;3344,0715945525;39,4336520033955;2044,90309054386;33,2357911069598;27482;50,123;10
"364";"Muskegon_April_rep1.fcs";14541;3364,78785661204;37,3326834005671;2058,34727295188;32,3787295332684;27261;50,019;10
"365";"Muskegon_April_rep2.fcs";14036;3307,43246837459;39,164966713663;2018,48187291568;33,6276121396976;26745;50,191;10
"366";"Muskegon_April_rep3.fcs";14368;3337,93596165116;37,5938858976037;2037,53619322319;31,8744649143238;27406;50,1;10
"367";"MUSOUTE1-epi-outlet-514_rep1.fcs";15220;3538,28217675115;36,1103196326868;2202,14352070463;34,3035153545134;22585;50,146;10
"368";"MUSOUTE1-epi-outlet-514_rep2.fcs";15747;3612,20244826162;39,2463854213719;2230,33817735531;37,0679256785898;23372;50,077;10
"369";"MUSOUTE1-epi-outlet-514_rep3.fcs";14832;3492,09771555657;39,0416891675338;2192,43147945108;33,9077630337772;22894;50,044;10
"370";"MUSOUTH-hypo-outlet-514_rep1.fcs";14389;3417,73614375986;37,44360252043;2195,90135126063;37,0843902348977;12485;50,156;10
"371";"MUSOUTH-hypo-outlet-514_rep2.fcs";15330;3612,25328332894;40,3503161349342;2295,49799368739;39,2899136421051;12414;50,173;10
"372";"MUSOUTH-hypo-outlet-514_rep3.fcs";14941;3555,66815940828;37,296943169755;2267,50655109263;38,2271996469706;12656;50,178;10
